id,item,canvas,canvasNum,tags,texts,xywh,clippingURL,clippingImage
2fe8d0c4-1ef7-419b-8239-3c782dc5795f,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$0/canvas,0,advertisement,Off Our Backs - Women in Struggle,"366,1147,1068,1341","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$0/366,1147,1068,1341/full/0/default.jpg",clippings/sinister_wisdom_10/0/0-advertisement-off-our-backs---women-in-struggle-366-1147-1068-1341.jpg
554ea6b4-af1a-4407-926c-c0883d4227f2,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$0/canvas,0,advertisement-image,Off Our Backs - Women in Struggle,"550,1285,712,281","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$0/550,1285,712,281/full/0/default.jpg",clippings/sinister_wisdom_10/0/0-advertisement-image-off-our-backs---women-in-struggle-550-1285-712-281.jpg
c1669791-3317-48e5-b5bf-916822849dd8,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/canvas,1,advertisement_image,Feminary&nbsp;,"413,1495,844,113","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/413,1495,844,113/full/0/default.jpg",clippings/sinister_wisdom_10/1/1-advertisement-image-feminary-nbsp--413-1495-844-113.jpg
ea4928e9-19be-448c-a7a2-9b1b67d60219,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/canvas,1,advertisement,Feminary,"382,1494,919,994","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/382,1494,919,994/full/0/default.jpg",clippings/sinister_wisdom_10/1/1-advertisement-feminary-382-1494-919-994.jpg
c1669791-3317-48e5-b5bf-916822849dd8,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/canvas,1,advertisement_image,Feminary&nbsp;,"413,1495,844,113","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/413,1495,844,113/full/0/default.jpg",clippings/sinister_wisdom_10/1/1-advertisement-image-feminary-nbsp--413-1495-844-113.jpg
ea4928e9-19be-448c-a7a2-9b1b67d60219,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/canvas,1,advertisement,Feminary,"382,1494,919,994","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$1/382,1494,919,994/full/0/default.jpg",clippings/sinister_wisdom_10/1/1-advertisement-feminary-382-1494-919-994.jpg
bee7b62e-d347-4c4d-ae48-5f10d8603d71,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/canvas,2,advertisement,Heresies,"308,1623,937,884","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/308,1623,937,884/full/0/default.jpg",clippings/sinister_wisdom_10/2/2-advertisement-heresies-308-1623-937-884.jpg
a731fd71-1333-457c-880b-efc5cb61130d,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/canvas,2,advertisement_image,Heresies,"527,1749,133,187","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/527,1749,133,187/full/0/default.jpg",clippings/sinister_wisdom_10/2/2-advertisement-image-heresies-527-1749-133-187.jpg
bee7b62e-d347-4c4d-ae48-5f10d8603d71,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/canvas,2,advertisement,Heresies,"308,1623,937,884","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/308,1623,937,884/full/0/default.jpg",clippings/sinister_wisdom_10/2/2-advertisement-heresies-308-1623-937-884.jpg
a731fd71-1333-457c-880b-efc5cb61130d,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/canvas,2,advertisement_image,Heresies,"527,1749,133,187","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$2/527,1749,133,187/full/0/default.jpg",clippings/sinister_wisdom_10/2/2-advertisement-image-heresies-527-1749-133-187.jpg
9475a754-d957-4435-85dd-980d6b2cb94d,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$4/canvas,4,advertisement_image,Izquierda Ensemble,"558,1576,591,435","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$4/558,1576,591,435/full/0/default.jpg",clippings/sinister_wisdom_10/4/4-advertisement-image-izquierda-ensemble-558-1576-591-435.jpg
9475a754-d957-4435-85dd-980d6b2cb94d,sinister_wisdom_10,https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$4/canvas,4,advertisement_image,Izquierda Ensemble,"558,1576,591,435","https://iiif.archivelab.org/iiif/sinister-wisdom-10-ads$4/558,1576,591,435/full/0/default.jpg",clippings/sinister_wisdom_10/4/4-advertisement-image-izquierda-ensemble-558-1576-591-435.jpg
