id,item,canvas,canvasNum,tags,texts,xywh,clippingURL,clippingImage
b427e621-6a4b-4a9b-8a7f-15d4d5370fcd,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/canvas,0,advertisement,WOMANSPIRIT,"137,686,1421,146","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/137,686,1421,146/full/0/default.jpg",clippings/sinister_wisdom_8/0/0-advertisement-womanspirit-137-686-1421-146.jpg
590963f9-e9bb-48f6-a4b4-8ae333f58604,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/canvas,0,advertisement,Gibbous Rising,"240,989,1129,1255","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/240,989,1129,1255/full/0/default.jpg",clippings/sinister_wisdom_8/0/0-advertisement-gibbous-rising-240-989-1129-1255.jpg
3b94726d-bcb5-4dba-b879-5fb26fb76c0a,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/canvas,0,advertisement_image,Gibbous Rising,"323,1091,966,296","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/323,1091,966,296/full/0/default.jpg",clippings/sinister_wisdom_8/0/0-advertisement-image-gibbous-rising-323-1091-966-296.jpg
6ddca11f-9563-4dd8-a1e0-3aeebcfba7cd,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/canvas,0,advertisement,WOMANSPIRIT,"137,690,1415,153","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$0/137,690,1415,153/full/0/default.jpg",clippings/sinister_wisdom_8/0/0-advertisement-womanspirit-137-690-1415-153.jpg
b75e554f-3cf5-4406-aa2b-c6dbbdaef9be,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/canvas,1,advertisement,Conditions,"340,788,977,1417","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/340,788,977,1417/full/0/default.jpg",clippings/sinister_wisdom_8/1/1-advertisement-conditions-340-788-977-1417.jpg
b75e554f-3cf5-4406-aa2b-c6dbbdaef9be,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/canvas,1,advertisement,Conditions,"340,788,977,1417","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/340,788,977,1417/full/0/default.jpg",clippings/sinister_wisdom_8/1/1-advertisement-conditions-340-788-977-1417.jpg
b75e554f-3cf5-4406-aa2b-c6dbbdaef9be,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/canvas,1,advertisement,Conditions,"340,788,977,1417","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/340,788,977,1417/full/0/default.jpg",clippings/sinister_wisdom_8/1/1-advertisement-conditions-340-788-977-1417.jpg
b75e554f-3cf5-4406-aa2b-c6dbbdaef9be,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/canvas,1,advertisement,Conditions,"340,788,977,1417","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$1/340,788,977,1417/full/0/default.jpg",clippings/sinister_wisdom_8/1/1-advertisement-conditions-340-788-977-1417.jpg
ad8a654c-c3fb-455e-ba6a-69393960d55d,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,"Catherine Nicholson and Harriet Desmoines 
 Title: Unpaid Advertisement","115,109,1487,342","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/115,109,1487,342/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-catherine-nicholson-and-harriet-desmoines--title--unpaid-advertisement-115-109-1487-342.jpg
595f0d48-3c29-4bf8-97a7-5edd2d774b8b,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,Black Lesbian Bibliography,"224,1312,1302,705","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/224,1312,1302,705/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-black-lesbian-bibliography-224-1312-1302-705.jpg
ad8a654c-c3fb-455e-ba6a-69393960d55d,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,"Catherine Nicholson and Harriet Desmoines 
 Title: Unpaid Advertisement","115,109,1487,342","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/115,109,1487,342/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-catherine-nicholson-and-harriet-desmoines--title--unpaid-advertisement-115-109-1487-342.jpg
595f0d48-3c29-4bf8-97a7-5edd2d774b8b,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,Black Lesbian Bibliography,"224,1312,1302,705","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/224,1312,1302,705/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-black-lesbian-bibliography-224-1312-1302-705.jpg
ad8a654c-c3fb-455e-ba6a-69393960d55d,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,"Catherine Nicholson and Harriet Desmoines 
 Title: Unpaid Advertisement","115,109,1487,342","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/115,109,1487,342/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-catherine-nicholson-and-harriet-desmoines--title--unpaid-advertisement-115-109-1487-342.jpg
595f0d48-3c29-4bf8-97a7-5edd2d774b8b,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,Black Lesbian Bibliography,"224,1312,1302,705","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/224,1312,1302,705/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-black-lesbian-bibliography-224-1312-1302-705.jpg
ad8a654c-c3fb-455e-ba6a-69393960d55d,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,"Catherine Nicholson and Harriet Desmoines 
 Title: Unpaid Advertisement","115,109,1487,342","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/115,109,1487,342/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-catherine-nicholson-and-harriet-desmoines--title--unpaid-advertisement-115-109-1487-342.jpg
595f0d48-3c29-4bf8-97a7-5edd2d774b8b,sinister_wisdom_8,https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/canvas,2,advertisement,Black Lesbian Bibliography,"224,1312,1302,705","https://iiif.archivelab.org/iiif/sinister-wisdom-8-ads$2/224,1312,1302,705/full/0/default.jpg",clippings/sinister_wisdom_8/2/2-advertisement-black-lesbian-bibliography-224-1312-1302-705.jpg
