id,item,canvas,canvasNum,tags,texts,xywh,clippingURL,clippingImage
d954a32e-e6c3-4b8f-afbe-4b9425ad3850,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$134/canvas,134,advertisement_image,Lady-Unique-Inclination-of-the-Night advertisement image,"509,2216,280,364","https://iiif.archivelab.org/iiif/heresies_05$134/509,2216,280,364/full/0/default.jpg",clippings/heresies_05/134/134-advertisement-image-lady-unique-inclination-of-the-night-advertisement-image-509-2216-280-364.jpg
5e9a3086-d22f-4b64-beea-dca7b413fd64,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$134/canvas,134,advertisement,"DYKE, A Quarterly","1191,2125,1089,827","https://iiif.archivelab.org/iiif/heresies_05$134/1191,2125,1089,827/full/0/default.jpg",clippings/heresies_05/134/134-advertisement-dyke--a-quarterly-1191-2125-1089-827.jpg
adbd4660-3daa-4ba1-8ea0-eaa85fd58e0b,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$134/canvas,134,advertisement,Lady-Unique-Inclination-of-the-Night,"182,2174,921,776","https://iiif.archivelab.org/iiif/heresies_05$134/182,2174,921,776/full/0/default.jpg",clippings/heresies_05/134/134-advertisement-lady-unique-inclination-of-the-night-182-2174-921-776.jpg
c386a163-7c8c-4909-bf2d-a8957b516851,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$135/canvas,135,advertisement_image,Harvest Quarterly advertisement image,"1726,1032,221,213","https://iiif.archivelab.org/iiif/heresies_05$135/1726,1032,221,213/full/0/default.jpg",clippings/heresies_05/135/135-advertisement-image-harvest-quarterly-advertisement-image-1726-1032-221-213.jpg
8ee9cbe6-8f6d-4b40-88b3-b147ea050388,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$135/canvas,135,advertisement_image,Chrysalis advertisement image,"1474,2377,386,281","https://iiif.archivelab.org/iiif/heresies_05$135/1474,2377,386,281/full/0/default.jpg",clippings/heresies_05/135/135-advertisement-image-chrysalis-advertisement-image-1474-2377-386-281.jpg
9193206c-7441-4451-abcf-bca5c7ad0893,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$135/canvas,135,advertisement,Chrysalis,"1379,1795,914,1136","https://iiif.archivelab.org/iiif/heresies_05$135/1379,1795,914,1136/full/0/default.jpg",clippings/heresies_05/135/135-advertisement-chrysalis-1379-1795-914-1136.jpg
a37ec3cc-f0c0-4c63-9eb6-30e27d6e2da9,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$135/canvas,135,advertisement,Signs,"700,179,659,2318","https://iiif.archivelab.org/iiif/heresies_05$135/700,179,659,2318/full/0/default.jpg",clippings/heresies_05/135/135-advertisement-signs-700-179-659-2318.jpg
e32a5a2c-d328-45fc-890b-b697ff1e335f,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$135/canvas,135,advertisement,"Harvest Quarterly 
 Title: The Emancipation of Working Women","1392,186,896,1598","https://iiif.archivelab.org/iiif/heresies_05$135/1392,186,896,1598/full/0/default.jpg",clippings/heresies_05/135/135-advertisement-harvest-quarterly--title--the-emancipation-of-working-women-1392-186-896-1598.jpg
e8518ac8-192d-49b5-8cc1-2dcdb4e0ff1d,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$136/canvas,136,advertisement_image,"Art Contemporary, La Mamelle Inc. advertisement image","338,233,1986,1111","https://iiif.archivelab.org/iiif/heresies_05$136/338,233,1986,1111/full/0/default.jpg",clippings/heresies_05/136/136-advertisement-image-art-contemporary--la-mamelle-inc--advertisement-image-338-233-1986-1111.jpg
e7b4e20a-a096-436c-bfbb-26ce96ff0f5c,heresies_05,https://iiif.archivelab.org/iiif/heresies_05$136/canvas,136,advertisement_image,Camera Obscura advertisement image,"371,1585,534,415","https://iiif.archivelab.org/iiif/heresies_05$136/371,1585,534,415/full/0/default.jpg",clippings/heresies_05/136/136-advertisement-image-camera-obscura-advertisement-image-371-1585-534-415.jpg
