id,item,canvas,canvasNum,tags,texts,xywh,clippingURL,clippingImage
0651a279-d9ee-4ecb-8651-e377e43656c9,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$127/canvas,127,advertisement_image,Diana Press advertisement image,"2198,2940,137,114","https://iiif.archivelab.org/iiif/heresies_04$127/2198,2940,137,114/full/0/default.jpg",clippings/heresies_04/127/127-advertisement-image-diana-press-advertisement-image-2198-2940-137-114.jpg
3f242e7d-a6ec-4a3b-af22-c845b47c32d7,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$127/canvas,127,advertisement,Diana Press Publications,"1308,1791,1067,1362","https://iiif.archivelab.org/iiif/heresies_04$127/1308,1791,1067,1362/full/0/default.jpg",clippings/heresies_04/127/127-advertisement-diana-press-publications-1308-1791-1067-1362.jpg
6e3f1c80-b545-4e7b-ab7a-af13889c8887,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$127/canvas,127,advertisement,Gaysweek,"178,50,1044,859","https://iiif.archivelab.org/iiif/heresies_04$127/178,50,1044,859/full/0/default.jpg",clippings/heresies_04/127/127-advertisement-gaysweek-178-50-1044-859.jpg
a87e24ef-3aaa-4566-9021-b5b9848a5147,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$127/canvas,127,advertisement,Praxis,"1341,57,934,1415","https://iiif.archivelab.org/iiif/heresies_04$127/1341,57,934,1415/full/0/default.jpg",clippings/heresies_04/127/127-advertisement-praxis-1341-57-934-1415.jpg
d97e2ed2-b309-4102-b5ba-dcc658a18367,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$127/canvas,127,advertisement,The Lesbian Tide,"185,930,1015,1079","https://iiif.archivelab.org/iiif/heresies_04$127/185,930,1015,1079/full/0/default.jpg",clippings/heresies_04/127/127-advertisement-the-lesbian-tide-185-930-1015-1079.jpg
b9990303-20fe-4164-bc2e-45f7bd48861a,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$127/canvas,127,advertisement,Jump Cut,"141,2018,1067,1109","https://iiif.archivelab.org/iiif/heresies_04$127/141,2018,1067,1109/full/0/default.jpg",clippings/heresies_04/127/127-advertisement-jump-cut-141-2018-1067-1109.jpg
4983e61a-f2ba-42fd-9c68-01741f940652,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$128/canvas,128,advertisement_image,Fighting Woman News advertisement image,"170,102,336,561","https://iiif.archivelab.org/iiif/heresies_04$128/170,102,336,561/full/0/default.jpg",clippings/heresies_04/128/128-advertisement-image-fighting-woman-news-advertisement-image-170-102-336-561.jpg
8a5d9cd1-5863-4243-885e-baeaab394e10,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$128/canvas,128,advertisement_image,Women &amp; Literature advertisement image,"1414,1876,228,317","https://iiif.archivelab.org/iiif/heresies_04$128/1414,1876,228,317/full/0/default.jpg",clippings/heresies_04/128/128-advertisement-image-women--amp--literature-advertisement-image-1414-1876-228-317.jpg
261369ac-754d-42a6-8f34-4d14abddf3dd,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$128/canvas,128,advertisement_image,Primavera&nbsp;advertisement image,"470,2048,455,1118","https://iiif.archivelab.org/iiif/heresies_04$128/470,2048,455,1118/full/0/default.jpg",clippings/heresies_04/128/128-advertisement-image-primavera-nbsp-advertisement-image-470-2048-455-1118.jpg
bc3bb2dd-8dfb-4f1a-9ca0-f8a60373887f,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$128/canvas,128,advertisement_image,Cultural Worker&nbsp;advertisement image,"1150,244,353,762","https://iiif.archivelab.org/iiif/heresies_04$128/1150,244,353,762/full/0/default.jpg",clippings/heresies_04/128/128-advertisement-image-cultural-worker-nbsp-advertisement-image-1150-244-353-762.jpg
e100c741-7b66-4451-a868-5497f98211c9,heresies_04,https://iiif.archivelab.org/iiif/heresies_04$128/canvas,128,advertisement,Conditions,"190,719,732,1276","https://iiif.archivelab.org/iiif/heresies_04$128/190,719,732,1276/full/0/default.jpg",clippings/heresies_04/128/128-advertisement-conditions-190-719-732-1276.jpg
